id,G_Played,Pts,Reb,Asist
3412,81,5.9,1.6,2.2
3413,72,8.6,10.1,1.8
3414,46,7.8,4.4,0.9
3415,31,3.0,1.7,0.1
3416,82,10.3,7.2,0.9
3417,42,2.5,1.7,2.8
3418,72,3.6,3.8,0.4
3419,4,0.5,0.8,0.0
3420,58,8.5,3.0,4.8
3421,56,8.5,2.6,2.1
3422,4,3.8,1.8,4.8
3423,41,4.2,4.5,0.7
3424,33,3.5,2.0,2.6
3425,1,2.0,2.0,0.0
3426,57,6.0,2.5,0.7
3427,69,6.1,6.8,1.0
3428,56,9.6,3.4,1.6
3429,10,2.2,1.4,0.3
3430,44,6.0,1.8,2.8
3431,74,13.6,10.1,1.5
3432,65,16.7,9.5,2.5
3433,2,2.0,3.5,0.5
3434,82,13.1,4.0,2.5
3435,82,24.2,13.9,5.0
3436,82,4.2,2.1,2.9
3437,48,3.4,2.0,0.2
3438,38,4.5,4.0,1.3
3439,58,6.2,1.4,2.2
3440,2,1.5,0.5,0.5
3441,65,24.0,5.5,5.1
3442,80,11.1,8.3,1.9
3443,74,10.9,7.4,1.5
3444,74,4.5,1.5,0.5
3445,80,17.1,9.7,4.1
3446,33,6.0,2.7,0.8
3447,61,18.8,5.3,2.4
3448,82,16.8,3.8,3.5
3449,79,20.9,5.5,5.9
3450,70,7.9,1.8,2.4
3451,76,12.0,3.4,6.8
3452,80,17.8,6.5,2.2
3453,16,1.2,0.4,0.1
3454,10,4.2,1.1,0.4
3455,77,11.8,6.5,2.2
3456,39,12.6,2.7,5.3
3457,39,2.7,1.6,0.3
3458,2,0.0,1.0,0.5
3459,48,2.5,2.7,0.8
3460,17,0.8,0.4,1.4
3461,56,4.6,3.2,0.5
3462,80,10.5,8.6,1.9
3463,2,1.0,0.0,0.5
3464,78,17.7,7.7,2.5
3465,10,2.5,1.7,0.3
3466,80,23.0,6.5,5.1
3467,7,3.0,2.3,0.6
3468,81,24.2,6.3,2.1
3469,5,0.0,0.2,0.0
3470,61,6.3,3.2,0.6
3471,18,1.6,0.8,0.2
3472,65,17.2,6.4,2.1
3473,14,1.1,0.5,0.1
3474,62,3.6,2.2,0.7
3475,17,7.8,4.6,1.4
3476,82,10.2,2.8,4.5
3477,82,11.2,2.9,1.3
3478,17,0.8,0.2,0.2
3479,80,7.4,5.9,0.5
3480,82,8.3,3.2,1.4
3481,66,3.5,1.0,1.8
3482,75,11.5,5.1,1.4
3483,71,9.6,5.9,1.0
3484,42,3.7,2.4,0.5
3485,7,1.1,1.1,0.1
3486,73,18.3,5.3,3.7
3487,16,0.9,1.4,0.1
3488,70,2.9,1.2,0.8
3489,72,4.5,3.7,0.6
3490,72,18.6,4.5,2.9
3491,43,6.5,5.7,0.6
3492,82,21.7,5.0,2.3
3493,31,16.2,8.0,2.0
3494,41,2.2,5.0,1.0
3495,42,4.3,3.7,0.3
3496,53,5.3,2.2,0.5
3497,82,18.4,3.4,5.4
3498,75,11.7,5.9,2.9
3499,81,9.3,2.9,4.2
3500,65,11.1,3.3,3.6
3501,26,1.9,0.6,0.7
3502,32,4.1,2.6,0.6
3503,59,4.4,1.7,3.1
3504,41,3.3,1.7,0.8
3505,57,5.0,1.3,1.3
3506,25,0.5,1.2,0.0
3507,57,6.2,2.2,2.6
3508,76,9.6,4.2,1.4
3509,68,2.2,2.5,1.5
3510,75,23.0,4.2,2.3
3511,62,5.9,5.2,0.5
3512,64,15.7,4.1,2.6
3513,80,4.0,3.2,0.6
3514,18,1.7,1.5,0.8
3515,18,1.8,1.6,0.3
3516,7,24.6,6.4,3.1
3517,79,7.3,4.1,1.0
3518,82,12.9,7.5,2.0
3519,65,7.3,4.0,1.0
3520,65,6.4,3.1,0.7
3521,5,0.0,0.4,0.2
3522,78,14.0,6.2,1.8
3523,23,4.0,2.7,0.9
3524,25,9.0,2.4,0.7
3525,82,7.2,3.5,0.6
3526,43,3.8,3.1,1.3
3527,14,0.9,0.4,0.5
3528,60,9.1,3.6,2.1
3529,50,9.9,3.2,6.1
3530,9,0.4,0.9,0.1
3531,41,2.1,3.1,0.4
3532,10,2.3,1.3,0.6
3533,82,9.4,4.8,1.6
3534,44,2.7,2.9,0.2
3535,79,1.4,4.2,0.8
3536,9,3.6,1.7,0.3
3537,12,2.1,3.3,0.4
3538,67,9.5,2.8,1.2
3539,82,21.6,6.6,4.2
3540,56,17.8,7.3,2.4
3541,71,4.6,1.7,0.4
3542,27,2.3,2.1,0.1
3543,82,10.8,9.0,2.2
3544,70,8.0,4.2,0.8
3545,5,4.6,1.4,4.4
3546,42,5.5,4.3,0.3
3547,35,1.4,1.2,0.3
3548,53,11.1,3.0,4.3
3549,82,5.6,4.6,0.4
3550,55,9.6,5.9,1.5
3551,75,10.0,5.3,1.0
3552,2,13.5,8.0,0.5
3553,77,9.5,7.6,0.4
3554,82,12.5,4.1,2.1
3555,38,2.4,1.2,1.0
3556,80,10.2,3.1,6.1
3557,80,5.8,1.7,3.5
3558,74,5.4,3.3,0.6
3559,48,1.7,0.5,0.7
3560,76,13.4,3.9,2.9
3561,74,11.8,2.8,3.6
3562,79,13.4,5.5,2.6
3563,80,19.6,4.2,6.8
3564,77,8.4,5.4,0.6
3565,9,1.3,0.2,0.3
3566,54,6.2,3.2,1.2
3567,81,4.6,1.6,1.9
3568,80,11.5,10.4,2.0
3569,67,4.1,2.9,0.6
3570,66,27.6,5.9,6.0
3571,68,5.0,1.8,0.5
3572,4,0.5,0.3,0.3
3573,77,15.7,3.9,6.4
3574,74,5.2,1.2,1.8
3575,29,3.0,2.6,0.3
3576,26,1.1,0.7,0.7
3577,45,2.9,1.3,0.5
3578,82,22.2,13.5,5.7
3579,11,6.3,2.9,1.8
3580,70,15.5,7.3,2.4
3581,73,12.4,7.3,2.1
3582,43,4.7,2.0,2.4
3583,60,2.5,2.9,0.4
3584,14,6.1,2.6,1.9
3585,62,7.0,6.7,0.6
3586,62,11.2,4.7,1.2
3587,53,7.8,2.1,4.5
3588,74,9.6,3.1,1.8
3589,8,1.5,1.4,0.5
3590,48,8.4,1.9,1.4
3591,11,1.2,0.8,0.1
3592,61,9.6,5.7,1.5
3593,42,7.0,4.9,0.9
3594,66,10.3,10.0,2.3
3595,82,11.5,4.6,2.2
3596,62,6.0,2.6,0.8
3597,81,12.0,5.0,1.0
3598,74,16.0,4.4,3.9
3599,11,1.8,1.6,0.1
3600,76,7.0,4.5,0.8
3601,36,5.4,2.8,0.5
3602,37,3.1,2.4,0.3
3603,61,11.7,5.3,2.2
3604,61,3.2,2.3,1.5
3605,82,10.0,2.5,5.9
3606,10,2.9,0.6,0.3
3607,16,2.2,0.2,0.7
3608,73,4.3,1.7,0.7
3609,80,9.6,7.7,1.1
3610,45,3.9,4.9,0.4
3611,4,1.5,2.0,0.0
3612,36,3.1,0.9,1.4
3613,2,0.0,1.5,0.0
3614,76,3.8,1.6,1.7
3615,68,14.2,4.4,1.6
3616,63,7.0,2.1,2.0
3617,80,27.2,7.4,7.2
3618,2,4.5,1.5,0.0
3619,80,12.8,3.2,2.2
3620,61,22.0,6.3,4.7
3621,42,3.2,1.8,0.9
3622,64,15.2,10.2,3.7
3623,5,0.2,0.4,0.0
3624,66,20.1,4.3,2.1
3625,6,1.8,0.7,0.0
3626,59,5.4,2.1,0.6
3627,76,6.8,1.4,1.9
3628,78,25.7,6.2,5.7
3629,7,0.9,1.7,0.0
3630,80,16.6,3.7,6.1
3631,61,3.2,2.7,0.2
3632,56,11.9,2.3,1.9
3633,2,2.5,1.5,0.0
3634,81,4.9,5.6,0.5
3635,77,6.4,2.9,0.8
3636,53,5.6,3.0,3.0
3637,47,5.1,4.1,1.4
3638,71,12.0,3.3,1.5
3639,66,20.3,11.1,2.7
3640,76,4.4,1.2,2.0
3641,33,3.2,3.5,0.8
3642,63,4.8,5.3,0.5
3643,82,14.7,5.3,3.0
3644,8,3.5,1.8,0.4
3645,60,10.1,4.6,0.7
3646,50,6.3,1.3,1.4
3647,76,4.6,3.0,0.2
3648,75,15.5,3.3,11.5
3649,78,21.3,5.8,7.0
3650,44,4.3,1.6,1.6
3651,8,2.4,1.0,0.0
3652,82,21.7,3.0,8.1
3653,82,6.6,2.7,1.6
3654,79,8.7,1.3,3.6
3655,81,15.5,3.7,2.4
3656,72,3.6,1.9,0.5
3657,20,2.2,0.9,0.3
3658,41,6.4,2.0,1.0
3659,57,7.7,2.3,1.8
3660,80,18.3,8.4,0.8
3661,4,1.8,1.0,0.8
3662,46,18.9,9.6,1.9
3663,40,6.0,2.6,0.6
3664,74,6.2,5.1,0.8
3665,58,5.8,3.2,0.4
3666,16,3.2,2.6,0.4
3667,43,5.0,1.6,1.0
3668,78,16.9,8.6,1.3
3669,3,9.7,2.0,2.0
3670,63,11.8,4.6,1.4
3671,15,2.3,2.1,1.3
3672,33,3.5,2.4,0.3
3673,77,24.5,5.2,4.2
3674,27,1.3,1.4,0.4
3675,32,4.2,3.4,0.8
3676,80,10.9,9.1,1.4
3677,80,8.0,9.7,0.8
3678,70,11.2,2.1,4.6
3679,70,15.4,10.8,1.4
3680,80,5.9,3.0,1.1
3681,51,18.7,4.9,2.3
3682,55,3.5,1.8,0.7
3683,62,11.5,3.0,6.0
3684,16,0.9,0.3,0.1
3685,75,6.0,3.6,1.1
3686,82,16.0,3.0,3.0
3687,80,5.5,2.3,5.1
3688,43,3.8,1.4,0.7
3689,76,18.7,3.9,4.9
3690,66,14.8,2.4,2.2
3691,79,4.9,9.3,0.7
3692,21,2.0,0.7,0.3
3693,78,23.9,4.4,3.7
3694,31,5.2,1.3,4.0
3695,65,6.5,2.3,1.0
3696,70,5.9,6.6,1.0
3697,79,14.5,8.2,1.8
3698,71,20.5,5.5,1.3
3699,17,3.8,0.7,2.6
3700,63,12.3,3.2,1.4
3701,80,14.2,3.5,6.4
3702,59,3.3,3.1,0.3
3703,80,11.1,6.9,1.2
3704,3,3.3,2.0,0.0
3705,78,5.1,2.7,1.4
3706,79,14.9,6.1,2.0
3707,72,13.0,7.4,1.2
3708,71,8.4,3.4,0.7
3709,74,5.5,4.5,0.8
3710,16,1.8,1.7,2.4
3711,64,7.0,3.0,1.0
3712,58,7.7,4.2,1.5
3713,16,3.0,0.8,0.9
3714,43,3.8,1.8,0.3
3715,81,19.4,11.3,1.9
3716,77,2.7,2.8,0.2
3717,30,7.4,3.0,5.0
3718,54,16.8,7.3,2.1
3719,73,22.9,10.4,2.7
3720,80,9.9,5.2,1.6
3721,66,3.9,2.9,1.1
3722,68,6.8,1.5,3.3
3723,23,3.3,2.4,0.3
3724,19,1.7,1.6,0.4
3725,23,1.8,0.7,0.4
3726,66,4.2,2.8,0.8
3727,35,2.9,1.8,1.5
3728,65,4.8,1.1,0.8
3729,72,8.2,7.5,0.5
3730,14,1.7,1.3,0.3
3731,59,13.5,2.7,5.1
3732,35,2.9,2.5,0.2
3733,65,1.7,1.2,0.3
3734,70,11.6,3.9,2.0
3735,62,3.5,1.4,1.7
3736,47,3.2,2.0,0.5
3737,18,7.6,2.2,1.1
3738,58,5.1,1.5,0.8
3739,49,3.9,4.2,0.4
3740,29,5.6,2.2,2.1
3741,33,22.2,7.3,4.0
3742,63,8.0,1.9,1.8
3743,49,5.3,2.7,0.8
3744,54,7.9,4.2,0.7
3745,67,19.5,9.1,4.7
3746,75,9.8,6.7,0.7
3747,63,9.1,6.7,1.2
3748,82,5.9,2.6,4.9
3749,81,16.8,8.9,1.9
3750,67,7.7,6.1,1.1
3751,80,16.5,3.4,5.8
3752,14,5.4,2.8,3.1
3753,84,6.5,2.0,1.3
3754,77,15.5,5.8,1.9
3755,75,20.8,5.7,2.6
3756,30,3.9,1.8,1.3
3757,51,17.8,9.0,2.8
3758,70,6.6,1.5,4.0
3759,51,2.4,2.1,0.2
3760,55,4.5,2.3,1.2
3761,70,4.4,2.5,1.0
3762,21,1.2,0.6,0.1
3763,82,8.2,3.5,1.5
3764,6,2.0,1.7,0.7
3765,49,4.8,5.7,0.9
3766,54,6.3,4.5,1.6
3767,69,3.8,3.7,0.5
3768,82,13.6,2.4,4.4
3769,72,6.4,3.0,0.5
3770,40,3.1,3.1,0.4
3771,66,22.2,6.0,3.4
3772,80,11.9,2.9,3.3
3773,43,6.1,3.1,0.3
3774,47,1.0,0.7,0.1
3775,11,3.8,0.9,2.5
3776,66,4.0,1.7,2.7
3777,37,1.8,1.2,0.2
3778,81,7.5,4.2,1.4
3779,63,12.8,4.7,2.0
3780,62,7.5,5.6,0.1
3781,11,2.0,1.7,0.1
3782,81,7.3,8.3,0.4
3783,71,12.5,2.5,4.9
3784,14,3.9,2.0,1.0
3785,81,15.8,3.8,5.7
3786,82,11.6,2.8,4.3
3787,29,6.3,2.3,0.9
3788,61,4.7,6.1,0.8
3789,11,4.0,0.2,1.2
3790,52,4.5,1.3,0.4
3791,15,1.0,0.5,0.0
3792,66,17.2,3.5,2.8
3793,67,3.0,3.3,0.7
3794,16,3.1,1.8,2.3
3795,10,2.7,2.5,0.3
3796,72,10.3,3.6,1.1
3797,71,7.5,2.9,1.5
3798,30,6.2,4.3,0.8
3799,58,9.0,3.9,2.0
3800,81,7.4,2.3,2.2
3801,68,19.6,7.6,2.3
3802,16,3.1,2.4,0.8
3803,37,7.3,2.4,2.0
3804,30,3.6,3.9,0.4
3805,8,1.1,1.3,0.0
3806,81,8.4,4.8,1.5
3807,41,15.6,6.2,3.2
3808,82,13.6,4.1,6.9
3809,82,9.0,5.7,3.0
3810,8,0.9,0.3,0.0
3811,76,7.6,5.2,0.9
3812,42,1.7,1.4,0.2
3813,78,4.5,5.5,0.7
3814,69,2.2,2.1,0.8
3815,66,17.5,7.0,3.2
3816,71,6.7,4.4,0.3
3817,78,3.5,4.5,0.3
3818,12,1.6,2.3,0.5
3819,8,5.5,1.9,2.3
3820,20,11.9,1.2,2.1
3821,75,30.7,4.0,7.9
3822,37,7.6,5.4,0.5
3823,80,26.0,8.9,1.6
3824,54,4.9,4.8,0.5
3825,38,3.1,1.1,1.8
3826,66,2.7,1.0,2.4
3827,66,10.1,2.6,9.0
3828,33,5.2,1.8,2.4
3829,2,2.0,0.5,0.5
3830,68,9.4,6.8,0.8
3831,31,3.1,2.2,0.1
3832,1,0.0,0.0,1.0
3833,71,7.0,2.6,1.0
3834,66,4.8,2.6,2.3
3835,69,10.4,3.3,1.2
3836,75,16.4,5.9,2.7
3837,25,12.0,3.4,2.4
3838,61,10.3,5.5,5.2
3839,39,0.7,1.4,0.3
3840,25,3.7,1.4,0.7
3841,31,3.0,1.5,1.0
3842,80,5.9,1.0,1.9
3843,74,9.7,12.2,1.7
3844,21,4.5,3.1,0.6
3845,82,15.1,2.6,2.0
3846,46,19.2,3.8,7.9
3847,9,0.9,0.6,0.1
3848,73,8.9,5.1,1.3
3849,77,9.6,6.3,0.9
3850,72,7.0,5.9,1.1
3851,75,11.2,2.3,4.1
3852,24,3.0,0.5,1.2
3853,77,19.1,9.0,3.4
3854,40,3.8,1.6,1.4
3855,63,8.4,2.8,4.8
3856,39,1.0,1.8,0.4
3857,56,15.6,9.3,3.9
3858,39,4.5,1.7,1.4
3859,70,5.7,2.6,0.3
3860,54,10.2,4.2,1.7
3861,50,4.3,3.3,1.2
3862,19,1.1,2.0,0.1
3863,77,6.8,4.9,2.0
3864,32,6.4,1.5,2.4
3865,18,1.7,1.2,0.7
3866,11,2.4,3.4,0.4
3867,50,8.1,4.4,1.8
3868,75,4.9,2.3,0.8
3869,79,8.7,2.4,3.0
3870,23,3.4,5.3,0.3
3871,70,17.7,2.9,4.3
3872,40,15.4,4.0,6.4
3873,23,11.7,8.9,1.3
3874,81,18.5,3.4,2.6
3875,38,2.1,2.4,0.4
3876,31,2.5,1.8,0.3
3877,17,2.5,2.0,0.1
3878,71,5.3,1.5,1.9
3879,46,4.6,3.8,0.9
3880,3,3.3,0.0,0.0
3881,45,3.7,2.5,0.8
3882,76,10.3,2.0,1.9
3883,74,5.9,3.0,1.2
3884,80,6.4,6.1,1.3
3885,74,9.5,2.7,5.0
3886,81,8.5,2.0,0.8
3887,72,21.7,5.9,3.9
3888,74,9.7,6.2,1.7
3889,76,12.6,6.4,1.4
3890,42,2.8,1.9,0.3
3891,80,10.1,6.0,1.9
3892,7,5.1,2.0,0.6
3893,69,6.6,2.3,2.4
3894,44,2.5,2.2,0.4
3895,58,4.1,2.1,2.0
3896,25,1.2,0.8,0.1
3897,76,6.4,7.7,1.0
3898,74,11.0,7.3,0.9
3899,82,17.1,5.1,3.5
3900,5,0.0,0.2,0.0
3901,71,6.5,2.4,1.5
3902,56,14.9,3.3,2.3
3903,55,7.8,1.9,1.3
3904,79,4.5,3.6,0.5
3905,20,1.4,1.9,0.1
3906,80,4.9,3.0,0.2
3907,44,24.3,8.8,1.9
3908,21,2.0,1.1,1.1
3909,10,1.5,2.1,0.0
3910,76,12.8,2.1,5.1
3911,61,7.0,9.0,0.7
3912,71,10.1,1.7,5.6
3913,80,12.4,2.4,5.4
3914,64,10.5,4.2,2.9
3915,74,5.6,1.2,3.4
3916,66,14.4,7.4,8.3
3917,67,14.0,3.5,2.3
3918,63,16.1,5.4,0.6
3919,80,12.7,5.1,2.7
3920,68,5.8,1.2,1.4
3921,70,7.5,6.5,0.8
3922,73,3.7,1.5,1.1
3923,80,7.7,2.1,4.5
3924,82,12.3,1.7,4.5
3925,82,12.0,10.0,0.9
3926,82,14.4,9.2,1.6
3927,71,7.1,2.1,1.1
3928,47,9.2,2.7,3.0
3929,74,11.9,2.9,4.1
3930,5,1.8,3.0,0.0
3931,80,17.2,3.9,2.7
3932,15,7.3,3.5,0.9
3933,15,2.8,0.6,0.6
3934,67,7.4,2.6,1.4
3935,76,5.7,1.3,2.2
3936,80,4.0,5.3,0.1
3937,52,6.6,3.4,3.8
3938,7,3.6,1.6,0.6
3939,78,26.1,9.7,3.1
3940,3,2.7,2.3,0.3
3941,38,3.3,1.4,1.0
3942,65,11.5,6.6,1.2
3943,68,5.2,3.6,1.0
3944,40,3.0,2.3,0.5
3945,77,24.1,5.2,6.8
3946,73,15.1,10.9,0.9
3947,19,1.4,0.9,0.1
3948,56,1.6,3.0,0.7
3949,70,6.2,3.0,1.9
3950,67,19.7,4.7,3.3
3951,81,8.8,2.2,1.7
3952,9,10.0,2.7,0.9
3953,80,25.5,4.7,5.1
3954,70,11.1,5.5,2.0
3955,44,3.7,4.0,2.0
3956,6,1.3,0.2,0.2
3957,77,11.3,3.1,6.1
3958,77,10.6,3.1,2.5
3959,76,5.8,2.4,1.1
3960,81,20.0,9.5,2.6
3961,67,3.7,3.0,0.5
3962,9,0.7,0.7,1.2
3963,62,4.9,1.7,1.9
3964,68,4.8,1.2,0.8
3965,81,4.0,1.9,3.9
3966,55,7.7,3.1,1.7
3967,59,9.2,8.5,0.9
3968,21,0.6,0.9,0.2
3969,46,1.6,2.5,0.1
3970,47,7.1,5.2,0.4
3971,49,7.0,2.0,1.3
3972,3,2.3,0.3,1.0
3973,51,11.0,1.6,3.1
3974,72,12.2,4.3,6.6
3975,82,14.1,4.2,2.3
3976,22,1.6,1.7,0.2
3977,55,4.9,5.1,0.5
3978,80,18.6,11.0,3.2
3979,29,10.3,4.5,0.7
3980,65,4.9,2.3,2.1
3981,51,7.2,2.2,1.3
3982,82,7.9,5.6,0.6
3983,69,5.8,4.4,1.3
3984,77,9.2,2.8,2.6
3985,69,5.8,2.7,0.5
3986,23,3.8,0.9,0.7
3987,8,3.4,2.4,0.5
3988,47,24.4,6.5,4.8
3989,36,9.5,1.2,2.9
3990,80,18.9,3.3,5.8
3991,81,9.3,7.8,1.2
3992,24,7.6,2.2,1.4
3993,66,8.9,4.4,0.4
3994,74,14.0,10.0,1.4
3995,79,5.3,9.0,1.0
3996,57,4.6,3.8,1.1
3997,48,2.6,1.7,0.6
3998,79,18.8,4.2,10.5
3999,62,3.4,2.7,0.7
4000,45,3.8,4.8,0.5
4001,82,3.9,1.9,1.7
4002,53,4.5,1.5,0.5
4003,75,7.3,2.0,3.0
4004,66,7.3,8.2,0.4
4005,7,0.3,0.4,0.0
4006,25,3.2,1.7,0.3
4007,78,17.2,3.7,6.3
4008,61,7.6,4.9,1.0
4009,68,1.3,1.3,0.4
4010,71,12.1,3.4,1.8
4011,73,3.6,1.3,1.0
4012,29,2.1,0.5,0.4
4013,79,24.2,5.8,4.3
4014,23,2.0,1.6,0.3
4015,61,9.7,1.9,1.2
4016,69,6.1,3.9,0.2
4017,23,8.2,4.7,1.0
4018,26,3.0,2.0,0.7
4019,70,14.4,4.1,4.9
4020,68,8.2,2.1,4.5
4021,60,16.3,2.9,6.4
4022,81,16.4,3.9,2.8
4023,22,2.6,1.2,0.3
4024,36,2.0,1.5,0.6
4025,71,12.3,2.7,4.8
4026,68,9.5,1.8,3.6
4027,82,11.5,3.3,3.7
4028,81,21.8,11.8,1.8
4029,57,2.3,2.3,0.3
4030,61,5.8,3.0,4.5
4031,3,1.3,1.0,0.0
4032,72,12.3,5.0,2.1
4033,59,20.0,9.2,1.9
4034,81,10.1,5.3,1.7
4035,2,1.0,0.0,0.5
4036,33,2.5,1.9,0.3
4037,79,5.3,4.2,1.2
4038,16,1.3,0.5,0.3
4039,26,2.3,1.1,0.1
4040,80,13.3,7.3,8.4
4041,51,4.1,1.4,0.7
4042,66,3.3,1.1,1.1
4043,71,3.6,4.8,1.0
4044,21,9.3,3.6,1.3
4045,79,6.7,2.0,2.8
4046,77,6.4,4.9,1.9
4047,57,4.8,1.1,1.6
4048,22,1.3,1.8,0.0
4049,59,3.4,3.3,0.5
4050,67,7.2,4.8,1.3
4051,75,9.3,3.4,0.8
4052,62,14.6,2.9,4.9
4053,12,0.8,1.5,0.4
4054,79,14.3,3.1,3.8
4055,42,9.3,3.2,5.0
4056,82,9.2,9.5,0.7
4057,72,12.3,2.9,2.5
4058,51,5.3,3.6,0.8
4059,51,5.0,4.2,0.3
4060,80,3.4,1.1,1.5
4061,41,1.8,2.1,0.3
4062,55,5.3,3.3,0.5
4063,55,7.7,2.0,1.1
4064,36,1.3,1.6,0.3
4065,8,2.8,2.1,0.8
4066,36,2.2,1.4,0.4
4067,69,7.0,3.3,0.4
4068,75,23.2,5.8,3.1
4069,80,17.1,2.0,3.8
4070,59,12.3,2.4,4.9
4071,63,5.9,9.1,0.8
4072,26,7.3,1.8,1.6
4073,72,19.0,4.3,3.0
4074,36,2.4,1.9,0.6
4075,43,3.4,2.0,0.2
4076,15,3.6,0.8,1.3
4077,10,7.0,1.5,0.5
4078,57,22.3,10.2,1.5
4079,24,1.1,0.5,0.4
4080,74,18.0,8.0,1.9
4081,61,3.3,1.8,0.3
4082,78,11.7,7.9,1.7
4083,29,4.7,2.2,0.3
4084,12,2.2,0.9,0.0
4085,56,3.4,1.3,0.9
4086,77,9.8,4.6,1.8
4087,78,15.6,7.6,1.2
4088,13,2.3,0.4,0.9
4089,40,1.8,1.2,0.1
4090,68,5.2,4.4,0.2
4091,80,6.7,3.1,0.8
4092,56,6.1,7.0,0.8
4093,44,8.6,5.2,0.7
4094,82,20.2,4.1,6.5
4095,58,4.3,1.9,1.1
4096,40,3.0,1.9,0.9
4097,55,13.0,2.8,2.9
4098,44,3.1,2.1,0.3
4099,51,20.1,9.3,2.6
4100,30,1.2,0.9,0.8
4101,28,5.3,1.8,1.9
4102,82,7.5,2.7,2.7
4103,23,2.1,1.9,0.7
4104,79,31.4,7.0,6.6
4105,63,5.1,3.8,1.3
4106,69,5.0,3.6,2.3
4107,20,1.8,1.5,0.4
4108,79,11.5,3.0,7.0
4109,36,2.7,1.1,0.7
4110,30,1.9,0.6,0.3
4111,78,5.8,5.1,0.6
4112,78,14.3,6.6,1.9
4113,27,2.3,4.1,0.1
4114,36,4.3,3.4,0.4
4115,30,2.9,1.3,2.1
4116,61,3.5,1.9,0.2
4117,22,4.2,1.9,0.3
4118,57,13.1,2.6,2.8
4119,33,1.5,1.5,0.2
4120,41,2.9,2.9,0.1
4121,36,15.5,4.5,3.6
4122,80,8.8,3.3,2.7
4123,54,4.9,2.6,0.4
4124,79,8.5,4.8,0.8
4125,6,0.0,0.7,0.0
4126,61,6.6,2.1,0.6
4127,62,10.2,3.6,2.8
4128,75,7.8,3.1,3.9
4129,62,1.2,2.3,0.2
4130,6,0.7,1.5,0.3
4131,81,11.3,4.5,1.2
4132,3,6.7,2.3,0.3
4133,56,12.8,11.9,2.1
4134,58,10.0,2.3,3.8
4135,64,6.5,3.4,0.7
4136,65,15.1,3.5,3.6
4137,72,4.4,3.6,0.9
4138,28,2.9,2.1,0.1
4139,25,4.2,1.7,0.6
4140,57,3.4,2.3,0.2
4141,80,14.8,9.2,5.5
4142,47,10.1,2.2,1.1
4143,80,11.8,6.7,1.4
4144,72,4.5,1.7,0.6
4145,76,10.5,4.9,0.8
4146,14,0.9,0.5,0.4
4147,76,12.3,2.3,2.0
4148,72,8.6,3.5,1.8
4149,80,11.3,6.6,2.4
4150,59,15.6,6.3,1.9
4151,6,1.0,0.7,0.2
4152,74,10.0,5.2,1.8
4153,64,5.5,2.2,4.5
4154,2,5.0,2.0,1.0
4155,32,3.2,1.0,2.2
4156,37,3.0,2.2,0.2
4157,66,5.6,1.2,2.3
4158,53,8.9,3.6,0.7
4159,27,3.6,2.6,0.1
4160,82,11.5,3.3,2.0
4161,72,7.4,6.6,1.0
4162,53,8.6,7.8,1.1
4163,62,3.0,2.5,0.5
4164,80,35.4,5.3,4.5
4165,68,8.0,2.4,1.5
4166,81,15.9,3.6,6.3
4167,50,9.4,1.6,2.2
4168,70,2.7,1.4,1.4
4169,72,10.8,3.6,1.3
4170,76,21.8,12.7,4.1
4171,39,1.8,0.7,1.2
4172,56,12.9,6.3,1.4
4173,82,9.1,7.5,2.0
4174,68,5.2,5.9,1.0
4175,27,2.7,0.5,1.6
4176,56,3.1,2.2,0.5
4177,78,7.5,3.6,0.7
4178,78,7.6,2.0,0.4
4179,52,2.3,2.8,0.3
4180,82,7.8,5.0,1.4
4181,49,6.7,3.9,1.0
4182,67,4.7,2.5,1.2
4183,55,8.2,4.2,1.6
4184,79,12.4,5.6,0.6
4185,63,12.1,4.0,6.7
4186,71,18.2,5.8,1.9
4187,79,26.8,6.7,4.7
4188,80,20.4,8.9,4.6
4189,57,4.9,1.9,0.7
4190,42,3.4,1.7,0.4
4191,42,3.5,3.5,0.2
4192,75,9.0,7.3,1.2
4193,1,3.0,7.0,0.0
4194,79,14.7,3.2,2.6
4195,4,0.5,0.3,0.0
4196,5,0.0,0.8,0.2
4197,78,19.4,4.5,5.1
4198,27,2.0,0.8,1.3
4199,33,3.3,1.0,0.6
4200,78,19.5,6.8,3.8
4201,80,20.1,3.2,3.4
4202,67,5.6,7.5,0.6
4203,12,1.1,0.0,0.3
4204,80,11.9,3.3,5.6
4205,78,25.1,4.3,3.7
4206,23,3.1,1.3,0.4
4207,79,8.7,2.9,0.5
4208,80,4.5,3.9,0.4
4209,80,15.1,6.8,2.3
4210,78,20.1,5.0,2.3
4211,79,7.9,1.8,0.8
4212,72,4.8,2.1,0.5
4213,47,6.4,5.6,0.2
4214,80,3.2,1.8,1.6
4215,17,2.1,1.3,0.2
4216,76,1.4,3.6,0.4
4217,80,25.4,4.3,2.9
4218,48,5.0,4.6,0.5
4219,77,10.1,3.2,1.5
4220,31,3.2,2.7,0.3
4221,46,1.5,2.3,0.4
4222,66,8.1,5.3,0.9
4223,56,17.6,5.1,3.6
4224,57,9.8,4.9,1.3
4225,82,18.0,9.1,2.4
4226,67,6.3,3.4,0.8
4227,80,5.0,2.0,0.8
4228,2,1.0,0.0,0.0
4229,71,12.5,5.2,1.4
4230,16,2.6,1.4,0.2
4231,52,9.3,3.1,0.8
4232,82,21.1,2.9,5.4
4233,81,11.5,4.9,2.9
